token,count_a,count_b,log_odds,z
尋,3,7,-0.0475268214262945,-0.08122160108321369
星,3,7,-0.0475268214262945,-0.08122160108321369
似,2,5,-0.09685299850691376,-0.13739222414721872
耿,2,5,-0.09685299850691376,-0.13739222414721872
初,2,5,-0.09685299850691376,-0.13739222414721872
見,2,5,-0.09685299850691376,-0.13739222414721872
依,2,5,-0.09685299850691376,-0.13739222414721872
佩,2,5,-0.09685299850691376,-0.13739222414721872
合,2,5,-0.09685299850691376,-0.13739222414721872
但,2,5,-0.09685299850691376,-0.13739222414721872
披,2,5,-0.09685299850691376,-0.13739222414721872
顏,2,5,-0.09685299850691376,-0.13739222414721872
能,2,5,-0.09685299850691376,-0.13739222414721872
生,6,15,-0.09704872544223786,-0.23845121891094878
色,3,8,-0.1425044090466301,-0.25144676164741014
在,3,8,-0.1425044090466301,-0.25144676164741014
金,8,20,-0.09714688609689315,-0.27561824529110246
世,5,13,-0.12481372917655786,-0.28259459249400376
杯,5,13,-0.12481372917655786,-0.28259459249400376
醉,5,13,-0.12481372917655786,-0.28259459249400376
共,10,25,-0.09724524567986403,-0.3084625634037299
榮,2,6,-0.22402643571500214,-0.3320682458490354
懷,2,6,-0.22402643571500214,-0.3320682458490354
望,2,6,-0.22402643571500214,-0.3320682458490354
取,2,6,-0.22402643571500214,-0.3320682458490354
欲,2,6,-0.22402643571500214,-0.3320682458490354
空,2,6,-0.22402643571500214,-0.3320682458490354
親,2,6,-0.22402643571500214,-0.3320682458490354
久,4,11,-0.1641254997042143,-0.3368830415666367
樽,4,11,-0.1641254997042143,-0.3368830415666367
新,4,11,-0.1641254997042143,-0.3368830415666367
聖,3,9,-0.22415291294102335,-0.4069284885398209
閑,3,9,-0.22415291294102335,-0.4069284885398209
明,7,19,-0.15523649521085137,-0.42019302754295695
力,1,4,-0.4133207019700187,-0.4651993807682581
幅,1,4,-0.4133207019700187,-0.4651993807682581
恢,1,4,-0.4133207019700187,-0.4651993807682581
登,1,4,-0.4133207019700187,-0.4651993807682581
却,1,4,-0.4133207019700187,-0.4651993807682581
屬,1,4,-0.4133207019700187,-0.4651993807682581
誠,1,4,-0.4133207019700187,-0.4651993807682581
朋,1,4,-0.4133207019700187,-0.4651993807682581
院,1,4,-0.4133207019700187,-0.4651993807682581
磨,1,4,-0.4133207019700187,-0.4651993807682581
小,1,4,-0.4133207019700187,-0.4651993807682581
傑,1,4,-0.4133207019700187,-0.4651993807682581
拚,1,4,-0.4133207019700187,-0.4651993807682581
元,1,4,-0.4133207019700187,-0.4651993807682581
脩,1,4,-0.4133207019700187,-0.4651993807682581
報,1,4,-0.4133207019700187,-0.4651993807682581
設,1,4,-0.4133207019700187,-0.4651993807682581
歡,1,4,-0.4133207019700187,-0.4651993807682581
宜,1,4,-0.4133207019700187,-0.4651993807682581
宇,1,4,-0.4133207019700187,-0.4651993807682581
居,1,4,-0.4133207019700187,-0.4651993807682581
若,1,4,-0.4133207019700187,-0.4651993807682581
覺,1,4,-0.4133207019700187,-0.4651993807682581
外,1,4,-0.4133207019700187,-0.4651993807682581
銜,1,4,-0.4133207019700187,-0.4651993807682581
箇,1,4,-0.4133207019700187,-0.4651993807682581
重,6,17,-0.1850962706238377,-0.4686773721366555
花,4,12,-0.22427953365511666,-0.4701459734712954
回,2,7,-0.3274338701060193,-0.504041217065573
雨,2,7,-0.3274338701060193,-0.504041217065573
妨,2,7,-0.3274338701060193,-0.504041217065573
列,2,7,-0.3274338701060193,-0.504041217065573
深,4,13,-0.27855425337405126,-0.5954363573822828
頭,5,16,-0.2682817464109517,-0.6387372665648037
下,1,5,-0.5493965996212511,-0.6551679725878938
少,1,5,-0.5493965996212511,-0.6551679725878938
國,1,5,-0.5493965996212511,-0.6551679725878938
爭,1,5,-0.5493965996212511,-0.6551679725878938
襟,1,5,-0.5493965996212511,-0.6551679725878938
位,1,5,-0.5493965996212511,-0.6551679725878938
戒,1,5,-0.5493965996212511,-0.6551679725878938
遊,1,5,-0.5493965996212511,-0.6551679725878938
出,1,5,-0.5493965996212511,-0.6551679725878938
點,1,5,-0.5493965996212511,-0.6551679725878938
密,1,5,-0.5493965996212511,-0.6551679725878938
投,1,5,-0.5493965996212511,-0.6551679725878938
稱,1,5,-0.5493965996212511,-0.6551679725878938
唯,1,5,-0.5493965996212511,-0.6551679725878938
愧,2,8,-0.4136021736845956,-0.6583392979511189
香,2,8,-0.4136021736845956,-0.6583392979511189
尊,2,8,-0.4136021736845956,-0.6583392979511189
光,2,8,-0.4136021736845956,-0.6583392979511189
高,6,19,-0.2613621728729161,-0.6799113613210667
曾,3,11,-0.3580575711178078,-0.6829116607780326
英,4,14,-0.3278424169759653,-0.7137113296961479
事,12,35,-0.2058457972521257,-0.7422979423596022
同,9,28,-0.24979154961238592,-0.7924214497536715
傾,2,9,-0.48676915352784533,-0.7985453473639141
直,2,9,-0.48676915352784533,-0.7985453473639141
思,2,9,-0.48676915352784533,-0.7985453473639141
眞,3,12,-0.4138840344861494,-0.806847152968615
難,3,12,-0.4138840344861494,-0.806847152968615
多,3,12,-0.4138840344861494,-0.806847152968615
會,7,23,-0.28639683545661576,-0.8120401061818826
波,1,6,-0.6527700481100922,-0.8179347337934648
簿,1,6,-0.6527700481100922,-0.8179347337934648
談,1,6,-0.6527700481100922,-0.8179347337934648
彥,1,6,-0.6527700481100922,-0.8179347337934648
只,1,6,-0.6527700481100922,-0.8179347337934648
離,1,6,-0.6527700481100922,-0.8179347337934648
夜,1,6,-0.6527700481100922,-0.8179347337934648
志,1,6,-0.6527700481100922,-0.8179347337934648
餘,1,6,-0.6527700481100922,-0.8179347337934648
肯,1,6,-0.6527700481100922,-0.8179347337934648
尺,1,6,-0.6527700481100922,-0.8179347337934648
靑,4,15,-0.37285485913796546,-0.8257737889309489
白,8,26,-0.2792182502320495,-0.8440814457599354
臣,2,10,-0.5498333244328766,-0.9272839609653405
猶,2,10,-0.5498333244328766,-0.9272839609653405
君,2,10,-0.5498333244328766,-0.9272839609653405
入,2,10,-0.5498333244328766,-0.9272839609653405
要,4,16,-0.4141662851932244,-0.932302197730002
士,1,7,-0.7343762118499093,-0.961277676784121
門,1,7,-0.7343762118499093,-0.961277676784121
字,1,7,-0.7343762118499093,-0.961277676784121
豈,1,7,-0.7343762118499093,-0.961277676784121
僚,1,7,-0.7343762118499093,-0.961277676784121
山,1,7,-0.7343762118499093,-0.961277676784121
最,1,7,-0.7343762118499093,-0.961277676784121
席,1,7,-0.7343762118499093,-0.961277676784121
衆,1,7,-0.7343762118499093,-0.961277676784121
身,3,14,-0.5091829558515633,-1.032781250976817
紫,3,14,-0.5091829558515633,-1.032781250976817
知,5,20,-0.4144489266266991,-1.043056877589598
方,2,11,-0.6048585221868183,-1.0465259225713934
還,2,11,-0.6048585221868183,-1.0465259225713934
已,1,8,-0.8006473196948889,-1.0900807574930538
容,1,8,-0.8006473196948889,-1.0900807574930538
正,1,8,-0.8006473196948889,-1.0900807574930538
淸,12,40,-0.2969349663327465,-1.1062369580086915
時,14,46,-0.2876044193770708,-1.153240318647352
春,2,12,-0.6533621414971504,-1.157783606612492
勞,0,5,-1.4683202682260026,-1.1816282359311079
補,0,5,-1.4683202682260026,-1.1816282359311079
晩,0,5,-1.4683202682260026,-1.1816282359311079
治,0,5,-1.4683202682260026,-1.1816282359311079
酬,0,5,-1.4683202682260026,-1.1816282359311079
封,0,5,-1.4683202682260026,-1.1816282359311079
署,0,5,-1.4683202682260026,-1.1816282359311079
案,0,5,-1.4683202682260026,-1.1816282359311079
環,0,5,-1.4683202682260026,-1.1816282359311079
荷,0,5,-1.4683202682260026,-1.1816282359311079
經,0,5,-1.4683202682260026,-1.1816282359311079
亭,0,5,-1.4683202682260026,-1.1816282359311079
惟,0,5,-1.4683202682260026,-1.1816282359311079
憂,0,5,-1.4683202682260026,-1.1816282359311079
陽,0,5,-1.4683202682260026,-1.1816282359311079
昭,0,5,-1.4683202682260026,-1.1816282359311079
邊,0,5,-1.4683202682260026,-1.1816282359311079
獻,0,5,-1.4683202682260026,-1.1816282359311079
象,0,5,-1.4683202682260026,-1.1816282359311079
舌,0,5,-1.4683202682260026,-1.1816282359311079
載,0,5,-1.4683202682260026,-1.1816282359311079
燭,0,5,-1.4683202682260026,-1.1816282359311079
咫,0,5,-1.4683202682260026,-1.1816282359311079
將,1,9,-0.8556532844610585,-1.2075944388680968
切,1,9,-0.8556532844610585,-1.2075944388680968
卵,0,6,-1.4684752491535935,-1.294545503422222
近,0,6,-1.4684752491535935,-1.294545503422222
蓮,0,6,-1.4684752491535935,-1.294545503422222
偶,0,6,-1.4684752491535935,-1.294545503422222
閣,0,6,-1.4684752491535935,-1.294545503422222
偏,0,6,-1.4684752491535935,-1.294545503422222
納,0,6,-1.4684752491535935,-1.294545503422222
江,0,6,-1.4684752491535935,-1.294545503422222
臨,0,6,-1.4684752491535935,-1.294545503422222
洲,0,6,-1.4684752491535935,-1.294545503422222
珍,0,6,-1.4684752491535935,-1.294545503422222
議,0,6,-1.4684752491535935,-1.294545503422222
留,1,10,-0.9021124218195986,-1.316083957914771
文,1,10,-0.9021124218195986,-1.316083957914771
未,1,10,-0.9021124218195986,-1.316083957914771
地,5,24,-0.5268941062877968,-1.3899211832942562
鵝,0,7,-1.468630268481248,-1.3984165630076195
辰,0,7,-1.468630268481248,-1.3984165630076195
池,0,7,-1.468630268481248,-1.3984165630076195
黃,0,7,-1.468630268481248,-1.3984165630076195
湖,0,7,-1.468630268481248,-1.3984165630076195
極,0,7,-1.468630268481248,-1.3984165630076195
絲,0,7,-1.468630268481248,-1.3984165630076195
