token,count_a,count_b,log_odds,z
人,5,29,-0.14754516406694052,-0.40954156349180837
常,1,8,-0.3134230796113284,-0.4267253004340553
芳,1,8,-0.3134230796113284,-0.4267253004340553
腸,1,8,-0.3134230796113284,-0.4267253004340553
容,1,8,-0.3134230796113284,-0.4267253004340553
雨,1,8,-0.3134230796113284,-0.4267253004340553
列,1,8,-0.3134230796113284,-0.4267253004340553
風,8,45,-0.1307556154923759,-0.45524475650265056
事,7,40,-0.13949774029710227,-0.4562760437697079
雲,2,14,-0.24746991721139278,-0.458107779876126
須,5,30,-0.1662911499181785,-0.4659213061293427
古,3,20,-0.2224419965264106,-0.4972998084958491
流,3,20,-0.2224419965264106,-0.4972998084958491
上,3,20,-0.2224419965264106,-0.4972998084958491
尊,1,9,-0.3683826113677373,-0.5199030973668082
數,1,9,-0.3683826113677373,-0.5199030973668082
綸,1,9,-0.3683826113677373,-0.5199030973668082
香,1,9,-0.3683826113677373,-0.5199030973668082
愧,1,9,-0.3683826113677373,-0.5199030973668082
身,2,15,-0.2822590211702485,-0.5331423535174181
會,4,26,-0.2093175776511771,-0.536473275351526
朝,4,26,-0.2093175776511771,-0.536473275351526
醉,2,16,-0.3138035608654981,-0.6042133052021185
世,2,16,-0.3138035608654981,-0.6042133052021185
漏,1,10,-0.4147953032336291,-0.6051412564556622
氣,1,10,-0.4147953032336291,-0.6051412564556622
直,1,10,-0.4147953032336291,-0.6051412564556622
傾,1,10,-0.4147953032336291,-0.6051412564556622
行,2,17,-0.3425521006504244,-0.6717809818288902
靑,2,17,-0.3425521006504244,-0.6717809818288902
坐,1,11,-0.4545543831325771,-0.6839119427124077
長,1,11,-0.4545543831325771,-0.6839119427124077
許,1,11,-0.4545543831325771,-0.6839119427124077
路,1,11,-0.4545543831325771,-0.6839119427124077
中,3,24,-0.3141849746119645,-0.7409065913090617
烏,1,12,-0.48902333824217337,-0.7573132876449832
忠,1,12,-0.48902333824217337,-0.7573132876449832
酬,0,5,-0.9813858103484465,-0.7897685599960443
秩,0,5,-0.9813858103484465,-0.7897685599960443
