token,count_a,count_b,log_odds,z
小,3,15,-0.5629711206878492,-0.9717160836472303
分,23,77,-0.2179511898434754,-0.977255849118725
常,5,22,-0.4548130132571062,-0.9933511446293279
邊,5,22,-0.4548130132571062,-0.9933511446293279
心,29,95,-0.19889615610539924,-0.9978397120622956
久,8,32,-0.37302315023765864,-1.015131618376155
妨,4,19,-0.5198340247280582,-1.027776138664962
絲,2,12,-0.7138049395968418,-1.0351800619317053
急,2,12,-0.7138049395968418,-1.0351800619317053
唯,2,12,-0.7138049395968418,-1.0351800619317053
計,2,12,-0.7138049395968418,-1.0351800619317053
豪,2,12,-0.7138049395968418,-1.0351800619317053
典,2,12,-0.7138049395968418,-1.0351800619317053
江,13,48,-0.3036686473134278,-1.0400588105537893
肯,3,16,-0.6169144077880855,-1.0756405425811164
近,4,20,-0.5630825150743064,-1.1222631017952396
寬,1,9,-1.0315789464426324,-1.1302768998570152
羽,1,9,-1.0315789464426324,-1.1302768998570152
夏,1,9,-1.0315789464426324,-1.1302768998570152
緣,1,9,-1.0315789464426324,-1.1302768998570152
鎭,1,9,-1.0315789464426324,-1.1302768998570152
晝,1,9,-1.0315789464426324,-1.1302768998570152
指,1,9,-1.0315789464426324,-1.1302768998570152
隆,1,9,-1.0315789464426324,-1.1302768998570152
耐,1,9,-1.0315789464426324,-1.1302768998570152
栢,1,9,-1.0315789464426324,-1.1302768998570152
意,6,27,-0.47408953745463034,-1.13829712848589
地,19,68,-0.2766308033415834,-1.1396726821665382
朋,2,13,-0.7786345599246705,-1.1436209959570414
報,2,13,-0.7786345599246705,-1.1436209959570414
治,2,13,-0.7786345599246705,-1.1436209959570414
恢,2,13,-0.7786345599246705,-1.1436209959570414
衙,2,13,-0.7786345599246705,-1.1436209959570414
閣,2,13,-0.7786345599246705,-1.1436209959570414
勞,3,17,-0.6670994699699042,-1.1742577366177047
虎,3,17,-0.6670994699699042,-1.1742577366177047
擬,3,17,-0.6670994699699042,-1.1742577366177047
取,3,17,-0.6670994699699042,-1.1742577366177047
漢,4,21,-0.6039229093037539,-1.212890890364437
聞,4,21,-0.6039229093037539,-1.212890890364437
宸,1,10,-1.1095856403796907,-1.2382292113070368
兼,1,10,-1.1095856403796907,-1.2382292113070368
擁,1,10,-1.1095856403796907,-1.2382292113070368
辭,1,10,-1.1095856403796907,-1.2382292113070368
署,1,10,-1.1095856403796907,-1.2382292113070368
折,1,10,-1.1095856403796907,-1.2382292113070368
游,1,10,-1.1095856403796907,-1.2382292113070368
點,1,10,-1.1095856403796907,-1.2382292113070368
歸,8,35,-0.4501854483105898,-1.2426013577149206
盤,2,14,-0.8378111586163008,-1.2452389139358702
